thres	recall	precision	correct	recognized	all
thres:0.181607	0.606603	0.587934	correct:4814.000000	recognized:8188.000000	all:7936.000000
thres:0.183337	0.601689	0.591405	correct:4775.000000	recognized:8074.000000	all:7936.000000
thres:0.185066	0.595766	0.593001	correct:4728.000000	recognized:7973.000000	all:7936.000000
thres:0.186796	0.590852	0.596793	correct:4689.000000	recognized:7857.000000	all:7936.000000
thres:0.188525	0.584677	0.599406	correct:4640.000000	recognized:7741.000000	all:7936.000000
thres:0.190255	0.579637	0.602410	correct:4600.000000	recognized:7636.000000	all:7936.000000
thres:0.191985	0.571951	0.604797	correct:4539.000000	recognized:7505.000000	all:7936.000000
thres:0.193714	0.564390	0.607404	correct:4479.000000	recognized:7374.000000	all:7936.000000
thres:0.195444	0.557964	0.610001	correct:4428.000000	recognized:7259.000000	all:7936.000000
thres:0.197173	0.551285	0.612488	correct:4375.000000	recognized:7143.000000	all:7936.000000
thres:0.198903	0.544733	0.614849	correct:4323.000000	recognized:7031.000000	all:7936.000000
thres:0.200633	0.537802	0.618013	correct:4268.000000	recognized:6906.000000	all:7936.000000
thres:0.202362	0.529360	0.620074	correct:4201.000000	recognized:6775.000000	all:7936.000000
thres:0.204092	0.524824	0.624719	correct:4165.000000	recognized:6667.000000	all:7936.000000
thres:0.205821	0.518775	0.626446	correct:4117.000000	recognized:6572.000000	all:7936.000000
thres:0.207551	0.510459	0.628452	correct:4051.000000	recognized:6446.000000	all:7936.000000
thres:0.209281	0.502646	0.631071	correct:3989.000000	recognized:6321.000000	all:7936.000000
thres:0.211010	0.497102	0.634346	correct:3945.000000	recognized:6219.000000	all:7936.000000
thres:0.212740	0.490549	0.636423	correct:3893.000000	recognized:6117.000000	all:7936.000000
