thres	recall	precision	correct	recognized	all
thres:1.309247	0.355091	0.427553	correct:2818.000000	recognized:6591.000000	all:7936.000000
thres:1.319979	0.348538	0.425538	correct:2766.000000	recognized:6500.000000	all:7936.000000
thres:1.330710	0.342238	0.469734	correct:2716.000000	recognized:5782.000000	all:7936.000000
thres:1.341442	0.337324	0.471801	correct:2677.000000	recognized:5674.000000	all:7936.000000
thres:1.352173	0.332661	0.474479	correct:2640.000000	recognized:5564.000000	all:7936.000000
thres:1.362905	0.328125	0.481865	correct:2604.000000	recognized:5404.000000	all:7936.000000
thres:1.373636	0.322329	0.480466	correct:2558.000000	recognized:5324.000000	all:7936.000000
thres:1.384368	0.315020	0.479203	correct:2500.000000	recognized:5217.000000	all:7936.000000
thres:1.395099	0.311996	0.479845	correct:2476.000000	recognized:5160.000000	all:7936.000000
thres:1.405831	0.306578	0.479976	correct:2433.000000	recognized:5069.000000	all:7936.000000
thres:1.416563	0.301159	0.486267	correct:2390.000000	recognized:4915.000000	all:7936.000000
thres:1.427294	0.297883	0.486520	correct:2364.000000	recognized:4859.000000	all:7936.000000
thres:1.438026	0.293977	0.490023	correct:2333.000000	recognized:4761.000000	all:7936.000000
thres:1.448757	0.289189	0.489026	correct:2295.000000	recognized:4693.000000	all:7936.000000
thres:1.459489	0.285030	0.489929	correct:2262.000000	recognized:4617.000000	all:7936.000000
thres:1.470220	0.281376	0.493154	correct:2233.000000	recognized:4528.000000	all:7936.000000
thres:1.480952	0.278604	0.495629	correct:2211.000000	recognized:4461.000000	all:7936.000000
thres:1.491683	0.274698	0.495567	correct:2180.000000	recognized:4399.000000	all:7936.000000
thres:1.502415	0.270161	0.495837	correct:2144.000000	recognized:4324.000000	all:7936.000000
thres:1.513146	0.266255	0.494848	correct:2113.000000	recognized:4270.000000	all:7936.000000
thres:1.523878	0.261971	0.493473	correct:2079.000000	recognized:4213.000000	all:7936.000000
thres:1.534609	0.258821	0.493513	correct:2054.000000	recognized:4162.000000	all:7936.000000
thres:1.545341	0.254788	0.494014	correct:2022.000000	recognized:4093.000000	all:7936.000000
thres:1.556072	0.250378	0.495758	correct:1987.000000	recognized:4008.000000	all:7936.000000
thres:1.566804	0.246724	0.495195	correct:1958.000000	recognized:3954.000000	all:7936.000000
thres:1.577536	0.242314	0.494981	correct:1923.000000	recognized:3885.000000	all:7936.000000
thres:1.588267	0.239289	0.496341	correct:1899.000000	recognized:3826.000000	all:7936.000000
thres:1.598999	0.234753	0.498528	correct:1863.000000	recognized:3737.000000	all:7936.000000
thres:1.609730	0.231351	0.501502	correct:1836.000000	recognized:3661.000000	all:7936.000000
thres:1.620462	0.226436	0.501255	correct:1797.000000	recognized:3585.000000	all:7936.000000
thres:1.631193	0.223034	0.500566	correct:1770.000000	recognized:3536.000000	all:7936.000000
thres:1.641925	0.220388	0.501290	correct:1749.000000	recognized:3489.000000	all:7936.000000
thres:1.652656	0.210685	0.499254	correct:1672.000000	recognized:3349.000000	all:7936.000000
thres:1.663388	0.207913	0.503509	correct:1650.000000	recognized:3277.000000	all:7936.000000
thres:1.674119	0.204511	0.503881	correct:1623.000000	recognized:3221.000000	all:7936.000000
thres:1.684851	0.202873	0.508689	correct:1610.000000	recognized:3165.000000	all:7936.000000
thres:1.695582	0.200983	0.510727	correct:1595.000000	recognized:3123.000000	all:7936.000000
thres:1.706314	0.197959	0.511560	correct:1571.000000	recognized:3071.000000	all:7936.000000
thres:1.717045	0.194178	0.510603	correct:1541.000000	recognized:3018.000000	all:7936.000000
thres:1.727777	0.192162	0.513468	correct:1525.000000	recognized:2970.000000	all:7936.000000
thres:1.738509	0.189264	0.513680	correct:1502.000000	recognized:2924.000000	all:7936.000000
thres:1.749240	0.185484	0.513966	correct:1472.000000	recognized:2864.000000	all:7936.000000
thres:1.759972	0.182712	0.513456	correct:1450.000000	recognized:2824.000000	all:7936.000000
thres:1.770703	0.178679	0.511544	correct:1418.000000	recognized:2772.000000	all:7936.000000
thres:1.781435	0.176411	0.511883	correct:1400.000000	recognized:2735.000000	all:7936.000000
thres:1.792166	0.174017	0.512811	correct:1381.000000	recognized:2693.000000	all:7936.000000
thres:1.802898	0.170993	0.511689	correct:1357.000000	recognized:2652.000000	all:7936.000000
thres:1.813629	0.168851	0.511646	correct:1340.000000	recognized:2619.000000	all:7936.000000
thres:1.824361	0.166835	0.511197	correct:1324.000000	recognized:2590.000000	all:7936.000000
thres:1.835092	0.164945	0.515152	correct:1309.000000	recognized:2541.000000	all:7936.000000
thres:1.845824	0.163558	0.517338	correct:1298.000000	recognized:2509.000000	all:7936.000000
thres:1.856555	0.161164	0.516142	correct:1279.000000	recognized:2478.000000	all:7936.000000
thres:1.867287	0.159652	0.517143	correct:1267.000000	recognized:2450.000000	all:7936.000000
thres:1.878019	0.155494	0.520017	correct:1234.000000	recognized:2373.000000	all:7936.000000
thres:1.888750	0.153730	0.520922	correct:1220.000000	recognized:2342.000000	all:7936.000000
thres:1.899482	0.151084	0.521304	correct:1199.000000	recognized:2300.000000	all:7936.000000
thres:1.910213	0.147177	0.518420	correct:1168.000000	recognized:2253.000000	all:7936.000000
thres:1.920945	0.141255	0.518262	correct:1121.000000	recognized:2163.000000	all:7936.000000
thres:1.931676	0.138105	0.520665	correct:1096.000000	recognized:2105.000000	all:7936.000000
thres:1.942408	0.136341	0.520443	correct:1082.000000	recognized:2079.000000	all:7936.000000
thres:1.953139	0.134325	0.517727	correct:1066.000000	recognized:2059.000000	all:7936.000000
thres:1.963871	0.130166	0.512655	correct:1033.000000	recognized:2015.000000	all:7936.000000
thres:1.974602	0.127646	0.510842	correct:1013.000000	recognized:1983.000000	all:7936.000000
thres:1.985334	0.126890	0.511687	correct:1007.000000	recognized:1968.000000	all:7936.000000
thres:1.996065	0.123866	0.511446	correct:983.000000	recognized:1922.000000	all:7936.000000
thres:2.006797	0.122102	0.513514	correct:969.000000	recognized:1887.000000	all:7936.000000
thres:2.017528	0.120716	0.517279	correct:958.000000	recognized:1852.000000	all:7936.000000
thres:2.028260	0.118826	0.515019	correct:943.000000	recognized:1831.000000	all:7936.000000
thres:2.038992	0.115675	0.513423	correct:918.000000	recognized:1788.000000	all:7936.000000
thres:2.049723	0.114037	0.519518	correct:905.000000	recognized:1742.000000	all:7936.000000
thres:2.060455	0.113029	0.521209	correct:897.000000	recognized:1721.000000	all:7936.000000
thres:2.071186	0.111517	0.522741	correct:885.000000	recognized:1693.000000	all:7936.000000
thres:2.081918	0.109375	0.520696	correct:868.000000	recognized:1667.000000	all:7936.000000
thres:2.092649	0.107359	0.520464	correct:852.000000	recognized:1637.000000	all:7936.000000
thres:2.103381	0.105973	0.520421	correct:841.000000	recognized:1616.000000	all:7936.000000
thres:2.114112	0.103831	0.517913	correct:824.000000	recognized:1591.000000	all:7936.000000
thres:2.124844	0.102319	0.519182	correct:812.000000	recognized:1564.000000	all:7936.000000
thres:2.135575	0.100680	0.518494	correct:799.000000	recognized:1541.000000	all:7936.000000
thres:2.146307	0.099672	0.519029	correct:791.000000	recognized:1524.000000	all:7936.000000
thres:2.157038	0.097908	0.516622	correct:777.000000	recognized:1504.000000	all:7936.000000
thres:2.167770	0.096270	0.514825	correct:764.000000	recognized:1484.000000	all:7936.000000
thres:2.178501	0.095010	0.515379	correct:754.000000	recognized:1463.000000	all:7936.000000
thres:2.189233	0.094002	0.514483	correct:746.000000	recognized:1450.000000	all:7936.000000
thres:2.199965	0.093498	0.518881	correct:742.000000	recognized:1430.000000	all:7936.000000
thres:2.210696	0.092112	0.518072	correct:731.000000	recognized:1411.000000	all:7936.000000
thres:2.221428	0.091104	0.516060	correct:723.000000	recognized:1401.000000	all:7936.000000
thres:2.232159	0.089718	0.513338	correct:712.000000	recognized:1387.000000	all:7936.000000
thres:2.242891	0.088962	0.514202	correct:706.000000	recognized:1373.000000	all:7936.000000
thres:2.253622	0.087576	0.512537	correct:695.000000	recognized:1356.000000	all:7936.000000
thres:2.264354	0.086694	0.511524	correct:688.000000	recognized:1345.000000	all:7936.000000
thres:2.275085	0.085055	0.509050	correct:675.000000	recognized:1326.000000	all:7936.000000
thres:2.285817	0.084551	0.509878	correct:671.000000	recognized:1316.000000	all:7936.000000
thres:2.296548	0.083669	0.509985	correct:664.000000	recognized:1302.000000	all:7936.000000
thres:2.307280	0.083165	0.509259	correct:660.000000	recognized:1296.000000	all:7936.000000
thres:2.318011	0.082913	0.510473	correct:658.000000	recognized:1289.000000	all:7936.000000
thres:2.328743	0.081653	0.508634	correct:648.000000	recognized:1274.000000	all:7936.000000
thres:2.339474	0.080519	0.509163	correct:639.000000	recognized:1255.000000	all:7936.000000
thres:2.350206	0.078755	0.508130	correct:625.000000	recognized:1230.000000	all:7936.000000
thres:2.360938	0.077369	0.506183	correct:614.000000	recognized:1213.000000	all:7936.000000
thres:2.371669	0.076613	0.506667	correct:608.000000	recognized:1200.000000	all:7936.000000
thres:2.382401	0.075983	0.505025	correct:603.000000	recognized:1194.000000	all:7936.000000
thres:2.393132	0.074093	0.518976	correct:588.000000	recognized:1133.000000	all:7936.000000
thres:2.403864	0.073337	0.518717	correct:582.000000	recognized:1122.000000	all:7936.000000
thres:2.414595	0.071825	0.515837	correct:570.000000	recognized:1105.000000	all:7936.000000
thres:2.425327	0.071321	0.520699	correct:566.000000	recognized:1087.000000	all:7936.000000
thres:2.436058	0.070186	0.526465	correct:557.000000	recognized:1058.000000	all:7936.000000
thres:2.446790	0.069808	0.526616	correct:554.000000	recognized:1052.000000	all:7936.000000
thres:2.457521	0.069304	0.527325	correct:550.000000	recognized:1043.000000	all:7936.000000
thres:2.468253	0.067540	0.526006	correct:536.000000	recognized:1019.000000	all:7936.000000
thres:2.478984	0.067036	0.526733	correct:532.000000	recognized:1010.000000	all:7936.000000
thres:2.489716	0.067036	0.529880	correct:532.000000	recognized:1004.000000	all:7936.000000
thres:2.500448	0.066280	0.530242	correct:526.000000	recognized:992.000000	all:7936.000000
thres:2.511179	0.065020	0.531411	correct:516.000000	recognized:971.000000	all:7936.000000
thres:2.521911	0.064390	0.530633	correct:511.000000	recognized:963.000000	all:7936.000000
thres:2.532642	0.063886	0.530335	correct:507.000000	recognized:956.000000	all:7936.000000
thres:2.543374	0.063256	0.529536	correct:502.000000	recognized:948.000000	all:7936.000000
thres:2.554105	0.062500	0.535059	correct:496.000000	recognized:927.000000	all:7936.000000
thres:2.564837	0.059728	0.526667	correct:474.000000	recognized:900.000000	all:7936.000000
thres:2.575568	0.058594	0.526614	correct:465.000000	recognized:883.000000	all:7936.000000
thres:2.586300	0.056704	0.523865	correct:450.000000	recognized:859.000000	all:7936.000000
thres:2.597031	0.055696	0.521842	correct:442.000000	recognized:847.000000	all:7936.000000
thres:2.607763	0.055444	0.521327	correct:440.000000	recognized:844.000000	all:7936.000000
thres:2.618494	0.054940	0.520286	correct:436.000000	recognized:838.000000	all:7936.000000
thres:2.629226	0.054940	0.520286	correct:436.000000	recognized:838.000000	all:7936.000000
thres:2.639957	0.054688	0.521635	correct:434.000000	recognized:832.000000	all:7936.000000
thres:2.650689	0.053049	0.534264	correct:421.000000	recognized:788.000000	all:7936.000000
thres:2.661421	0.051537	0.534641	correct:409.000000	recognized:765.000000	all:7936.000000
thres:2.672152	0.050403	0.530504	correct:400.000000	recognized:754.000000	all:7936.000000
thres:2.682884	0.050403	0.531915	correct:400.000000	recognized:752.000000	all:7936.000000
thres:2.693615	0.050151	0.530667	correct:398.000000	recognized:750.000000	all:7936.000000
thres:2.704347	0.049899	0.530831	correct:396.000000	recognized:746.000000	all:7936.000000
thres:2.715078	0.049899	0.538776	correct:396.000000	recognized:735.000000	all:7936.000000
thres:2.725810	0.049269	0.537088	correct:391.000000	recognized:728.000000	all:7936.000000
thres:2.736541	0.048387	0.535565	correct:384.000000	recognized:717.000000	all:7936.000000
thres:2.747273	0.048135	0.537271	correct:382.000000	recognized:711.000000	all:7936.000000
thres:2.758004	0.047253	0.534950	correct:375.000000	recognized:701.000000	all:7936.000000
thres:2.768736	0.047253	0.534950	correct:375.000000	recognized:701.000000	all:7936.000000
thres:2.779467	0.046371	0.534884	correct:368.000000	recognized:688.000000	all:7936.000000
thres:2.790199	0.046245	0.534207	correct:367.000000	recognized:687.000000	all:7936.000000
thres:2.800930	0.045993	0.534407	correct:365.000000	recognized:683.000000	all:7936.000000
thres:2.811662	0.045363	0.531758	correct:360.000000	recognized:677.000000	all:7936.000000
thres:2.822394	0.044733	0.529851	correct:355.000000	recognized:670.000000	all:7936.000000
thres:2.833125	0.044481	0.531627	correct:353.000000	recognized:664.000000	all:7936.000000
thres:2.843857	0.044355	0.532526	correct:352.000000	recognized:661.000000	all:7936.000000
thres:2.854588	0.044355	0.533333	correct:352.000000	recognized:660.000000	all:7936.000000
thres:2.865320	0.044355	0.533333	correct:352.000000	recognized:660.000000	all:7936.000000
thres:2.876051	0.043221	0.530960	correct:343.000000	recognized:646.000000	all:7936.000000
thres:2.886783	0.041583	0.524642	correct:330.000000	recognized:629.000000	all:7936.000000
thres:2.897514	0.041583	0.525478	correct:330.000000	recognized:628.000000	all:7936.000000
thres:2.908246	0.041205	0.526570	correct:327.000000	recognized:621.000000	all:7936.000000
thres:2.918977	0.040071	0.521311	correct:318.000000	recognized:610.000000	all:7936.000000
thres:2.929709	0.039441	0.518212	correct:313.000000	recognized:604.000000	all:7936.000000
thres:2.940440	0.039315	0.520000	correct:312.000000	recognized:600.000000	all:7936.000000
thres:2.951172	0.038432	0.519591	correct:305.000000	recognized:587.000000	all:7936.000000
thres:2.961903	0.038432	0.523156	correct:305.000000	recognized:583.000000	all:7936.000000
thres:2.972635	0.037802	0.525394	correct:300.000000	recognized:571.000000	all:7936.000000
thres:2.983367	0.037424	0.523810	correct:297.000000	recognized:567.000000	all:7936.000000
thres:2.994098	0.036416	0.518851	correct:289.000000	recognized:557.000000	all:7936.000000
thres:3.004830	0.035912	0.518182	correct:285.000000	recognized:550.000000	all:7936.000000
thres:3.015561	0.035534	0.516484	correct:282.000000	recognized:546.000000	all:7936.000000
thres:3.026293	0.031502	0.500000	correct:250.000000	recognized:500.000000	all:7936.000000
thres:3.037024	0.030872	0.494949	correct:245.000000	recognized:495.000000	all:7936.000000
thres:3.047756	0.030746	0.496945	correct:244.000000	recognized:491.000000	all:7936.000000
thres:3.058487	0.029738	0.493724	correct:236.000000	recognized:478.000000	all:7936.000000
thres:3.069219	0.029486	0.491597	correct:234.000000	recognized:476.000000	all:7936.000000
thres:3.079950	0.028856	0.486200	correct:229.000000	recognized:471.000000	all:7936.000000
thres:3.090682	0.028856	0.489316	correct:229.000000	recognized:468.000000	all:7936.000000
thres:3.101413	0.028856	0.489316	correct:229.000000	recognized:468.000000	all:7936.000000
thres:3.112145	0.028604	0.489224	correct:227.000000	recognized:464.000000	all:7936.000000
thres:3.122876	0.028478	0.488121	correct:226.000000	recognized:463.000000	all:7936.000000
thres:3.133608	0.028100	0.486900	correct:223.000000	recognized:458.000000	all:7936.000000
thres:3.144340	0.027974	0.485777	correct:222.000000	recognized:457.000000	all:7936.000000
thres:3.155071	0.027092	0.478842	correct:215.000000	recognized:449.000000	all:7936.000000
thres:3.165803	0.026966	0.479821	correct:214.000000	recognized:446.000000	all:7936.000000
thres:3.176534	0.026714	0.477477	correct:212.000000	recognized:444.000000	all:7936.000000
thres:3.187266	0.026084	0.480278	correct:207.000000	recognized:431.000000	all:7936.000000
thres:3.197997	0.025832	0.481221	correct:205.000000	recognized:426.000000	all:7936.000000
thres:3.208729	0.025454	0.477541	correct:202.000000	recognized:423.000000	all:7936.000000
thres:3.219460	0.025454	0.478673	correct:202.000000	recognized:422.000000	all:7936.000000
thres:3.230192	0.025454	0.480952	correct:202.000000	recognized:420.000000	all:7936.000000
thres:3.240923	0.025076	0.480676	correct:199.000000	recognized:414.000000	all:7936.000000
thres:3.251655	0.024572	0.480296	correct:195.000000	recognized:406.000000	all:7936.000000
thres:3.262386	0.023311	0.471939	correct:185.000000	recognized:392.000000	all:7936.000000
thres:3.273118	0.023059	0.470437	correct:183.000000	recognized:389.000000	all:7936.000000
thres:3.283850	0.021799	0.458886	correct:173.000000	recognized:377.000000	all:7936.000000
thres:3.294581	0.021673	0.459893	correct:172.000000	recognized:374.000000	all:7936.000000
thres:3.305313	0.021421	0.460705	correct:170.000000	recognized:369.000000	all:7936.000000
thres:3.316044	0.021421	0.460705	correct:170.000000	recognized:369.000000	all:7936.000000
thres:3.326776	0.021421	0.460705	correct:170.000000	recognized:369.000000	all:7936.000000
thres:3.337507	0.021421	0.460705	correct:170.000000	recognized:369.000000	all:7936.000000
thres:3.348239	0.021043	0.458791	correct:167.000000	recognized:364.000000	all:7936.000000
thres:3.358970	0.021043	0.458791	correct:167.000000	recognized:364.000000	all:7936.000000
thres:3.369702	0.020917	0.464986	correct:166.000000	recognized:357.000000	all:7936.000000
thres:3.380433	0.020917	0.467606	correct:166.000000	recognized:355.000000	all:7936.000000
thres:3.391165	0.020917	0.467606	correct:166.000000	recognized:355.000000	all:7936.000000
thres:3.401896	0.020665	0.464589	correct:164.000000	recognized:353.000000	all:7936.000000
thres:3.412628	0.020539	0.464387	correct:163.000000	recognized:351.000000	all:7936.000000
