thres	recall	precision	correct	recognized	all
thres:2.130016	0.075605	0.502513	correct:600.000000	recognized:1194.000000	all:7936.000000
thres:2.140509	0.075353	0.502944	correct:598.000000	recognized:1189.000000	all:7936.000000
thres:2.151001	0.074975	0.502110	correct:595.000000	recognized:1185.000000	all:7936.000000
thres:2.161494	0.074093	0.502564	correct:588.000000	recognized:1170.000000	all:7936.000000
thres:2.171987	0.073337	0.502157	correct:582.000000	recognized:1159.000000	all:7936.000000
thres:2.182479	0.072959	0.501733	correct:579.000000	recognized:1154.000000	all:7936.000000
thres:2.192972	0.072329	0.500436	correct:574.000000	recognized:1147.000000	all:7936.000000
thres:2.203465	0.071699	0.498249	correct:569.000000	recognized:1142.000000	all:7936.000000
thres:2.213958	0.071069	0.501779	correct:564.000000	recognized:1124.000000	all:7936.000000
thres:2.224450	0.070439	0.500896	correct:559.000000	recognized:1116.000000	all:7936.000000
thres:2.234943	0.069934	0.500451	correct:555.000000	recognized:1109.000000	all:7936.000000
thres:2.245436	0.069556	0.500907	correct:552.000000	recognized:1102.000000	all:7936.000000
thres:2.255928	0.069304	0.500455	correct:550.000000	recognized:1099.000000	all:7936.000000
thres:2.266421	0.068422	0.498165	correct:543.000000	recognized:1090.000000	all:7936.000000
thres:2.276914	0.068170	0.497700	correct:541.000000	recognized:1087.000000	all:7936.000000
thres:2.287406	0.067414	0.495370	correct:535.000000	recognized:1080.000000	all:7936.000000
thres:2.297899	0.066280	0.495292	correct:526.000000	recognized:1062.000000	all:7936.000000
thres:2.308392	0.065398	0.494286	correct:519.000000	recognized:1050.000000	all:7936.000000
thres:2.318884	0.064642	0.496612	correct:513.000000	recognized:1033.000000	all:7936.000000
thres:2.329377	0.064390	0.497082	correct:511.000000	recognized:1028.000000	all:7936.000000
thres:2.339870	0.063634	0.515832	correct:505.000000	recognized:979.000000	all:7936.000000
thres:2.350363	0.063004	0.514403	correct:500.000000	recognized:972.000000	all:7936.000000
thres:2.360855	0.062752	0.514995	correct:498.000000	recognized:967.000000	all:7936.000000
thres:2.371348	0.062374	0.514019	correct:495.000000	recognized:963.000000	all:7936.000000
thres:2.381841	0.061996	0.515183	correct:492.000000	recognized:955.000000	all:7936.000000
thres:2.392333	0.061114	0.512685	correct:485.000000	recognized:946.000000	all:7936.000000
thres:2.402826	0.059350	0.508639	correct:471.000000	recognized:926.000000	all:7936.000000
thres:2.413319	0.057586	0.518141	correct:457.000000	recognized:882.000000	all:7936.000000
thres:2.423811	0.056704	0.518433	correct:450.000000	recognized:868.000000	all:7936.000000
thres:2.434304	0.056452	0.520930	correct:448.000000	recognized:860.000000	all:7936.000000
thres:2.444797	0.056200	0.520420	correct:446.000000	recognized:857.000000	all:7936.000000
thres:2.455289	0.054940	0.517815	correct:436.000000	recognized:842.000000	all:7936.000000
thres:2.465782	0.054561	0.517324	correct:433.000000	recognized:837.000000	all:7936.000000
thres:2.476275	0.053427	0.513939	correct:424.000000	recognized:825.000000	all:7936.000000
thres:2.486767	0.053175	0.515263	correct:422.000000	recognized:819.000000	all:7936.000000
thres:2.497260	0.052923	0.518519	correct:420.000000	recognized:810.000000	all:7936.000000
thres:2.507753	0.052671	0.519255	correct:418.000000	recognized:805.000000	all:7936.000000
thres:2.518246	0.052419	0.518703	correct:416.000000	recognized:802.000000	all:7936.000000
thres:2.528738	0.051663	0.518987	correct:410.000000	recognized:790.000000	all:7936.000000
thres:2.539231	0.051537	0.519695	correct:409.000000	recognized:787.000000	all:7936.000000
thres:2.549724	0.050655	0.520052	correct:402.000000	recognized:773.000000	all:7936.000000
thres:2.560216	0.049017	0.517287	correct:389.000000	recognized:752.000000	all:7936.000000
thres:2.570709	0.048891	0.517333	correct:388.000000	recognized:750.000000	all:7936.000000
thres:2.581202	0.048891	0.518024	correct:388.000000	recognized:749.000000	all:7936.000000
thres:2.591694	0.048009	0.514170	correct:381.000000	recognized:741.000000	all:7936.000000
thres:2.602187	0.047631	0.512890	correct:378.000000	recognized:737.000000	all:7936.000000
thres:2.612680	0.047127	0.510232	correct:374.000000	recognized:733.000000	all:7936.000000
thres:2.623172	0.046623	0.507545	correct:370.000000	recognized:729.000000	all:7936.000000
thres:2.633665	0.045867	0.504854	correct:364.000000	recognized:721.000000	all:7936.000000
thres:2.644158	0.044229	0.516937	correct:351.000000	recognized:679.000000	all:7936.000000
thres:2.654651	0.042969	0.515885	correct:341.000000	recognized:661.000000	all:7936.000000
thres:2.665143	0.042843	0.526316	correct:340.000000	recognized:646.000000	all:7936.000000
thres:2.675636	0.042843	0.526316	correct:340.000000	recognized:646.000000	all:7936.000000
thres:2.686129	0.042717	0.526398	correct:339.000000	recognized:644.000000	all:7936.000000
thres:2.696621	0.042717	0.527216	correct:339.000000	recognized:643.000000	all:7936.000000
thres:2.707114	0.041709	0.524564	correct:331.000000	recognized:631.000000	all:7936.000000
thres:2.717607	0.041457	0.523052	correct:329.000000	recognized:629.000000	all:7936.000000
thres:2.728099	0.040701	0.520129	correct:323.000000	recognized:621.000000	all:7936.000000
thres:2.738592	0.040449	0.518578	correct:321.000000	recognized:619.000000	all:7936.000000
thres:2.749085	0.040071	0.520458	correct:318.000000	recognized:611.000000	all:7936.000000
thres:2.759577	0.039693	0.518946	correct:315.000000	recognized:607.000000	all:7936.000000
thres:2.770070	0.039567	0.518152	correct:314.000000	recognized:606.000000	all:7936.000000
thres:2.780563	0.039315	0.519135	correct:312.000000	recognized:601.000000	all:7936.000000
thres:2.791055	0.039062	0.521008	correct:310.000000	recognized:595.000000	all:7936.000000
thres:2.801548	0.038684	0.520339	correct:307.000000	recognized:590.000000	all:7936.000000
thres:2.812041	0.038558	0.522184	correct:306.000000	recognized:586.000000	all:7936.000000
thres:2.822534	0.038558	0.522184	correct:306.000000	recognized:586.000000	all:7936.000000
thres:2.833026	0.038054	0.518900	correct:302.000000	recognized:582.000000	all:7936.000000
thres:2.843519	0.037928	0.519862	correct:301.000000	recognized:579.000000	all:7936.000000
thres:2.854012	0.036920	0.514938	correct:293.000000	recognized:569.000000	all:7936.000000
thres:2.864504	0.036920	0.517668	correct:293.000000	recognized:566.000000	all:7936.000000
thres:2.874997	0.036794	0.516814	correct:292.000000	recognized:565.000000	all:7936.000000
thres:2.885490	0.035912	0.514440	correct:285.000000	recognized:554.000000	all:7936.000000
thres:2.895982	0.035282	0.510018	correct:280.000000	recognized:549.000000	all:7936.000000
thres:2.906475	0.034526	0.507407	correct:274.000000	recognized:540.000000	all:7936.000000
thres:2.916968	0.034022	0.506567	correct:270.000000	recognized:533.000000	all:7936.000000
thres:2.927460	0.033518	0.505703	correct:266.000000	recognized:526.000000	all:7936.000000
thres:2.937953	0.033392	0.506692	correct:265.000000	recognized:523.000000	all:7936.000000
thres:2.948446	0.033266	0.505747	correct:264.000000	recognized:522.000000	all:7936.000000
thres:2.958939	0.032888	0.504836	correct:261.000000	recognized:517.000000	all:7936.000000
thres:2.969431	0.032510	0.506876	correct:258.000000	recognized:509.000000	all:7936.000000
thres:2.979924	0.032258	0.505929	correct:256.000000	recognized:506.000000	all:7936.000000
thres:2.990417	0.031124	0.500000	correct:247.000000	recognized:494.000000	all:7936.000000
thres:3.000909	0.030746	0.496945	correct:244.000000	recognized:491.000000	all:7936.000000
thres:3.011402	0.030494	0.494888	correct:242.000000	recognized:489.000000	all:7936.000000
thres:3.021895	0.026336	0.471783	correct:209.000000	recognized:443.000000	all:7936.000000
thres:3.032387	0.026084	0.471526	correct:207.000000	recognized:439.000000	all:7936.000000
thres:3.042880	0.026084	0.472603	correct:207.000000	recognized:438.000000	all:7936.000000
thres:3.053373	0.025958	0.471396	correct:206.000000	recognized:437.000000	all:7936.000000
thres:3.063865	0.025832	0.475638	correct:205.000000	recognized:431.000000	all:7936.000000
thres:3.074358	0.025202	0.471698	correct:200.000000	recognized:424.000000	all:7936.000000
thres:3.084851	0.025202	0.472813	correct:200.000000	recognized:423.000000	all:7936.000000
thres:3.095343	0.025202	0.472813	correct:200.000000	recognized:423.000000	all:7936.000000
thres:3.105836	0.025076	0.476077	correct:199.000000	recognized:418.000000	all:7936.000000
thres:3.116329	0.025076	0.476077	correct:199.000000	recognized:418.000000	all:7936.000000
thres:3.126822	0.025076	0.476077	correct:199.000000	recognized:418.000000	all:7936.000000
thres:3.137314	0.024572	0.474453	correct:195.000000	recognized:411.000000	all:7936.000000
thres:3.147807	0.023690	0.468828	correct:188.000000	recognized:401.000000	all:7936.000000
thres:3.158300	0.023690	0.470000	correct:188.000000	recognized:400.000000	all:7936.000000
thres:3.168792	0.023311	0.469543	correct:185.000000	recognized:394.000000	all:7936.000000
thres:3.179285	0.023311	0.469543	correct:185.000000	recognized:394.000000	all:7936.000000
thres:3.189778	0.022681	0.465116	correct:180.000000	recognized:387.000000	all:7936.000000
thres:3.200270	0.022555	0.464935	correct:179.000000	recognized:385.000000	all:7936.000000
thres:3.210763	0.021799	0.458886	correct:173.000000	recognized:377.000000	all:7936.000000
thres:3.221256	0.021673	0.459893	correct:172.000000	recognized:374.000000	all:7936.000000
thres:3.231748	0.021421	0.458221	correct:170.000000	recognized:371.000000	all:7936.000000
thres:3.242241	0.021043	0.456284	correct:167.000000	recognized:366.000000	all:7936.000000
thres:3.252734	0.021043	0.456284	correct:167.000000	recognized:366.000000	all:7936.000000
thres:3.263227	0.021043	0.456284	correct:167.000000	recognized:366.000000	all:7936.000000
thres:3.273719	0.020413	0.452514	correct:162.000000	recognized:358.000000	all:7936.000000
thres:3.284212	0.020287	0.454802	correct:161.000000	recognized:354.000000	all:7936.000000
thres:3.294705	0.020287	0.454802	correct:161.000000	recognized:354.000000	all:7936.000000
thres:3.305197	0.020161	0.453258	correct:160.000000	recognized:353.000000	all:7936.000000
thres:3.315690	0.020161	0.455840	correct:160.000000	recognized:351.000000	all:7936.000000
thres:3.326183	0.020161	0.455840	correct:160.000000	recognized:351.000000	all:7936.000000
thres:3.336675	0.020035	0.455587	correct:159.000000	recognized:349.000000	all:7936.000000
thres:3.347168	0.020035	0.456897	correct:159.000000	recognized:348.000000	all:7936.000000
thres:3.357661	0.019531	0.458580	correct:155.000000	recognized:338.000000	all:7936.000000
thres:3.368153	0.019531	0.458580	correct:155.000000	recognized:338.000000	all:7936.000000
thres:3.378646	0.019531	0.458580	correct:155.000000	recognized:338.000000	all:7936.000000
thres:3.389139	0.019531	0.459941	correct:155.000000	recognized:337.000000	all:7936.000000
thres:3.399632	0.019531	0.459941	correct:155.000000	recognized:337.000000	all:7936.000000
thres:3.410124	0.019279	0.456716	correct:153.000000	recognized:335.000000	all:7936.000000
thres:3.420617	0.019279	0.458084	correct:153.000000	recognized:334.000000	all:7936.000000
thres:3.431110	0.019279	0.460843	correct:153.000000	recognized:332.000000	all:7936.000000
thres:3.441602	0.019153	0.462006	correct:152.000000	recognized:329.000000	all:7936.000000
thres:3.452095	0.019027	0.461774	correct:151.000000	recognized:327.000000	all:7936.000000
thres:3.462588	0.019027	0.461774	correct:151.000000	recognized:327.000000	all:7936.000000
thres:3.473080	0.017893	0.449367	correct:142.000000	recognized:316.000000	all:7936.000000
thres:3.483573	0.017641	0.445860	correct:140.000000	recognized:314.000000	all:7936.000000
thres:3.494066	0.017515	0.449838	correct:139.000000	recognized:309.000000	all:7936.000000
thres:3.504558	0.016759	0.455479	correct:133.000000	recognized:292.000000	all:7936.000000
thres:3.515051	0.016633	0.453608	correct:132.000000	recognized:291.000000	all:7936.000000
thres:3.525544	0.016381	0.449827	correct:130.000000	recognized:289.000000	all:7936.000000
thres:3.536036	0.016255	0.447917	correct:129.000000	recognized:288.000000	all:7936.000000
thres:3.546529	0.016255	0.447917	correct:129.000000	recognized:288.000000	all:7936.000000
thres:3.557022	0.016255	0.447917	correct:129.000000	recognized:288.000000	all:7936.000000
thres:3.567515	0.016255	0.447917	correct:129.000000	recognized:288.000000	all:7936.000000
thres:3.578007	0.012853	0.396887	correct:102.000000	recognized:257.000000	all:7936.000000
thres:3.588500	0.012853	0.396887	correct:102.000000	recognized:257.000000	all:7936.000000
thres:3.598993	0.012853	0.403162	correct:102.000000	recognized:253.000000	all:7936.000000
thres:3.609485	0.011593	0.383333	correct:92.000000	recognized:240.000000	all:7936.000000
thres:3.619978	0.011593	0.383333	correct:92.000000	recognized:240.000000	all:7936.000000
thres:3.630471	0.011341	0.378151	correct:90.000000	recognized:238.000000	all:7936.000000
thres:3.640963	0.011341	0.378151	correct:90.000000	recognized:238.000000	all:7936.000000
thres:3.651456	0.011341	0.382979	correct:90.000000	recognized:235.000000	all:7936.000000
thres:3.661949	0.011341	0.386266	correct:90.000000	recognized:233.000000	all:7936.000000
thres:3.672441	0.011341	0.386266	correct:90.000000	recognized:233.000000	all:7936.000000
thres:3.682934	0.011341	0.386266	correct:90.000000	recognized:233.000000	all:7936.000000
thres:3.693427	0.011341	0.386266	correct:90.000000	recognized:233.000000	all:7936.000000
thres:3.703920	0.011215	0.383621	correct:89.000000	recognized:232.000000	all:7936.000000
thres:3.714412	0.010711	0.372807	correct:85.000000	recognized:228.000000	all:7936.000000
thres:3.724905	0.010459	0.370536	correct:83.000000	recognized:224.000000	all:7936.000000
thres:3.735398	0.009955	0.362385	correct:79.000000	recognized:218.000000	all:7936.000000
thres:3.745890	0.009955	0.362385	correct:79.000000	recognized:218.000000	all:7936.000000
thres:3.756383	0.009955	0.364055	correct:79.000000	recognized:217.000000	all:7936.000000
thres:3.766876	0.009451	0.357143	correct:75.000000	recognized:210.000000	all:7936.000000
thres:3.777368	0.008695	0.345000	correct:69.000000	recognized:200.000000	all:7936.000000
thres:3.787861	0.008695	0.345000	correct:69.000000	recognized:200.000000	all:7936.000000
thres:3.798354	0.008317	0.341969	correct:66.000000	recognized:193.000000	all:7936.000000
thres:3.808846	0.006678	0.299435	correct:53.000000	recognized:177.000000	all:7936.000000
thres:3.819339	0.006678	0.299435	correct:53.000000	recognized:177.000000	all:7936.000000
thres:3.829832	0.006678	0.299435	correct:53.000000	recognized:177.000000	all:7936.000000
thres:3.840324	0.006552	0.295455	correct:52.000000	recognized:176.000000	all:7936.000000
thres:3.850817	0.006552	0.295455	correct:52.000000	recognized:176.000000	all:7936.000000
thres:3.861310	0.006426	0.291429	correct:51.000000	recognized:175.000000	all:7936.000000
thres:3.871803	0.006300	0.289017	correct:50.000000	recognized:173.000000	all:7936.000000
