thres	recall	precision	correct	recognized	all
thres:1.941148	0.096900	0.510285	correct:769.000000	recognized:1507.000000	all:7936.000000
thres:1.951640	0.095640	0.507014	correct:759.000000	recognized:1497.000000	all:7936.000000
thres:1.962133	0.094380	0.506423	correct:749.000000	recognized:1479.000000	all:7936.000000
thres:1.972626	0.093120	0.510007	correct:739.000000	recognized:1449.000000	all:7936.000000
thres:1.983118	0.092868	0.510035	correct:737.000000	recognized:1445.000000	all:7936.000000
thres:1.993611	0.090852	0.510623	correct:721.000000	recognized:1412.000000	all:7936.000000
thres:2.004104	0.089214	0.509719	correct:708.000000	recognized:1389.000000	all:7936.000000
thres:2.014596	0.088710	0.511628	correct:704.000000	recognized:1376.000000	all:7936.000000
thres:2.025089	0.086442	0.512706	correct:686.000000	recognized:1338.000000	all:7936.000000
thres:2.035582	0.085055	0.513308	correct:675.000000	recognized:1315.000000	all:7936.000000
thres:2.046075	0.084677	0.512586	correct:672.000000	recognized:1311.000000	all:7936.000000
thres:2.056567	0.082913	0.508501	correct:658.000000	recognized:1294.000000	all:7936.000000
thres:2.067060	0.081401	0.505873	correct:646.000000	recognized:1277.000000	all:7936.000000
thres:2.077553	0.080267	0.505957	correct:637.000000	recognized:1259.000000	all:7936.000000
thres:2.088045	0.079637	0.505600	correct:632.000000	recognized:1250.000000	all:7936.000000
thres:2.098538	0.079007	0.506462	correct:627.000000	recognized:1238.000000	all:7936.000000
thres:2.109031	0.077369	0.504934	correct:614.000000	recognized:1216.000000	all:7936.000000
thres:2.119523	0.076739	0.504139	correct:609.000000	recognized:1208.000000	all:7936.000000
